index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,parsed_genres,broad_genre,country,country_name,top_genre,avg_danceability,avg_energy,avg_valence,avg_tempo,avg_popularity
5525,Do I Wanna Know?Arctic Monkeys,Arctic Monkeys,Do I Wanna Know?,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",5FVd6KXrgO9B3JPmC8OPst,https://p.scdn.co/mp3-preview/73e00a0a59c897b16d0fe30df43f7aeb2997079d?cid=b8d3901151d34489a160e3cf0ab1fa94,272394.0,False,AM,0.548,0.532,5.0,-7.596,1.0,0.0323,0.186,0.000263,0.217,0.405,85.03,4.0,84.0,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']","['rock', 'rock', 'rock', 'indie']",LT,Lithuania,rock,0.6984952585110635,0.6440837844711695,0.5575059731860625,122.83258420230352,71.72568397340406
5694,Dog Days Are OverFlorence + The Machine,Florence + The Machine,Dog Days Are Over,"['art pop', 'baroque pop', 'pop', 'uk alternative pop']",1YLJVmuzeM2YSUkCCaTNUB,,251840.0,False,Lungs (Deluxe Edition),0.4919999999999999,0.81,7.0,-5.315,1.0,0.0847,0.0416,0.00379,0.117,0.245,149.954,4.0,70.0,"['art pop', 'baroque pop', 'pop', 'uk alternative pop']","['pop', 'pop', 'pop', 'pop']",GB,United Kingdom,pop,0.6231759214111573,0.640362742004876,0.5224627754672786,125.49063626368374,86.36383192313208
5794,Don't Dream It's OverCrowded House,Crowded House,Don't Dream It's Over,"['australian pop', 'australian rock', 'dance rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock']",7G7tgVYORlDuVprcYHuFJh,,236933.0,False,Crowded House,0.439,0.4219999999999999,8.0,-17.227,1.0,0.0409,0.0148,4.8e-05,0.0697,0.551,81.833,4.0,73.0,"['australian pop', 'australian rock', 'dance rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock']","['pop', 'rock', 'rock', 'easy listening', 'pop', 'rock']",NZ,New Zealand,rock,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
5994,Don't Stop Me NowQueen,Queen,Don't Stop Me Now,"['glam rock', 'rock']",7hQJA50XrCWABAu5v6QZ4i,,209413.0,False,Jazz (Deluxe Remastered Version),0.559,0.8549999999999999,5.0,-5.077,1.0,0.186,0.0488,0.000681,0.68,0.6049999999999999,156.311,4.0,76.0,"['glam rock', 'rock']","['rock', 'rock']",BE,Belgium,rock,0.6578990650157034,0.6506996108443739,0.5248109328183098,125.32986502292336,83.74531605357207
6112,Don'tBryson Tiller,Bryson Tiller,Don't,"['pop', 'pop rap', 'rap', 'trap']",3pXF1nA74528Edde4of9CC,https://p.scdn.co/mp3-preview/1e41c4b05fa5ccbdc8fcb296cead7d7175a23ae5?cid=b8d3901151d34489a160e3cf0ab1fa94,198293.0,True,T R A P S O U L,0.765,0.3559999999999999,11.0,-5.556,0.0,0.196,0.222,0.0,0.0963,0.19,97.001,4.0,82.0,"['pop', 'pop rap', 'rap', 'trap']","['pop', 'pop', 'hip hop', 'hip hop']",ZA,South Africa,pop,0.7230528709700894,0.6173818026344516,0.519034207845135,119.56291008660214,67.47609344298085
6215,Drag Me DownOne Direction,One Direction,Drag Me Down,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",2K87XMYnUMqLcX3zvtAF4G,https://p.scdn.co/mp3-preview/09a6fcd9ca6aac808bf9ab042a55ca9ea63d66d0?cid=b8d3901151d34489a160e3cf0ab1fa94,192120.0,False,Made In The A.M. (Deluxe Edition),0.73,0.7029999999999998,0.0,-5.672,0.0,0.0369,0.109,0.0,0.0657,0.5949999999999999,138.113,4.0,77.0,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","['pop', 'pop', 'pop', 'pop']",GB,United Kingdom,pop,0.6231759214111573,0.640362742004876,0.5224627754672786,125.49063626368374,86.36383192313208
6275,DreamsFleetwood Mac,Fleetwood Mac,Dreams,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0ofHAoxe9vBkTCp2UQIavz,https://p.scdn.co/mp3-preview/40d1f6d82f16b05b62aae47e8e130de04b407fc8?cid=b8d3901151d34489a160e3cf0ab1fa94,257800.0,False,Rumours (Super Deluxe),0.8279999999999998,0.4919999999999999,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,4.0,80.0,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']","['rock', 'rock', 'easy listening', 'rock', 'rock', 'rock']",NZ,New Zealand,rock,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
6278,DreamsThe Cranberries,The Cranberries,Dreams,"['irish rock', 'pop rock', 'rock']",4JGKZS7h4Qa16gOU3oNETV,,271560.0,False,Everybody Else Is Doing I,0.551,0.643,4.0,-13.091,1.0,0.0353,0.00313,0.00385,0.4209999999999999,0.514,128.661,4.0,73.0,"['irish rock', 'pop rock', 'rock']","['rock', 'pop', 'rock']",IE,Ireland,rock,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
6536,Ella Y YoAventura Featuring Don Omar,Aventura Featuring Don Omar,Ella Y Yo,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'tropical']",6G4U9avyBNEfP0fAIduev3,https://p.scdn.co/mp3-preview/4bf225a6390b3fb6986f757844ebba17bbd5c801?cid=b8d3901151d34489a160e3cf0ab1fa94,267786.0,False,God's Project,0.7319999999999999,0.7079999999999999,9.0,-7.905,0.0,0.262,0.534,0.0,0.2369999999999999,0.7169999999999999,175.924,4.0,76.0,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'tropical']","['latin', 'latin', 'latin', 'latin']",NI,Nicaragua,latin,0.7257671572871572,0.6693702525252525,0.6063940043290044,119.86343585858585,84.2492784992785
6680,Every Breath You TakeThe Police,The Police,Every Breath You Take,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",1JSTJqkT5qHq8MDJnJbRE1,,253920.0,False,Synchronicity (Remastered 2003),0.82,0.452,1.0,-9.796,1.0,0.0348,0.543,0.00294,0.0714,0.74,117.401,4.0,85.0,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']","['rock', 'rock', 'rock', 'rock', 'easy listening', 'rock', 'rock']",AT,Austria,rock,0.6664647022557482,0.6592935620512077,0.5293214114745775,127.30358896061507,81.44262711249728
6718,Every Teardrop Is A WaterfallColdplay,Coldplay,Every Teardrop Is A Waterfall,"['permanent wave', 'pop']",2U8g9wVcUu9wsg6i7sFSv8,https://p.scdn.co/mp3-preview/141f9b669c6a6875276962ce25f4b2d5f142d613?cid=b8d3901151d34489a160e3cf0ab1fa94,240796.0,False,Mylo Xyloto,0.4249999999999999,0.7329999999999999,9.0,-6.883,1.0,0.0396,0.00193,0.00922,0.171,0.313,117.985,4.0,70.0,"['permanent wave', 'pop']",['pop'],SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
6768,Everybody Wants To Rule The WorldTears For Fears,Tears For Fears,Everybody Wants To Rule The World,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']",4RvWPyQ5RL0ao9LPZeSouE,,251488.0,False,Songs From The Big Chair (Super Deluxe Edition),0.638,0.8,7.0,-12.077,1.0,0.0572,0.372,0.00553,0.113,0.569,112.055,4.0,81.0,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']","['rock', 'pop', 'rock', 'rock', 'pop']",GB,United Kingdom,rock,0.6231759214111573,0.640362742004876,0.5224627754672786,125.49063626368374,86.36383192313208
6795,EverydayA$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,Everyday,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2N3U8uTYhjX2KwGT0pf5x0,https://p.scdn.co/mp3-preview/12820a7f6f6bd17cbf59379b4e9ca69e2d82404f?cid=b8d3901151d34489a160e3cf0ab1fa94,260986.0,True,AT.LONG.LAST.A$AP,0.394,0.661,4.0,-8.684,1.0,0.193,0.0101,0.0,0.343,0.335,149.822,4.0,75.0,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'trap']","['hip hop', 'hip hop', 'pop', 'hip hop', 'hip hop']",LV,Latvia,hip hop,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
6861,EverywhereFleetwood Mac,Fleetwood Mac,Everywhere,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",254bXAqt3zP6P50BdQvEsq,https://p.scdn.co/mp3-preview/fc21d8858878cc332046baf964a9ef19f9510e99?cid=b8d3901151d34489a160e3cf0ab1fa94,226653.0,False,Tango In the Night (Deluxe Edition),0.73,0.4869999999999999,4.0,-10.991,1.0,0.0303,0.258,0.01,0.0852,0.7309999999999999,114.965,4.0,78.0,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']","['rock', 'rock', 'easy listening', 'rock', 'rock', 'rock']",IE,Ireland,rock,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
6874,ExchangeBryson Tiller,Bryson Tiller,Exchange,"['pop', 'pop rap', 'rap', 'trap']",43PuMrRfbyyuz4QpZ3oAwN,https://p.scdn.co/mp3-preview/c7671c18c0a0fad91245d761b40cd4c399d91316?cid=b8d3901151d34489a160e3cf0ab1fa94,194613.0,True,T R A P S O U L,0.53,0.433,6.0,-10.598,1.0,0.185,0.108,0.0,0.135,0.274,160.14,4.0,80.0,"['pop', 'pop rap', 'rap', 'trap']","['pop', 'pop', 'hip hop', 'hip hop']",ZA,South Africa,pop,0.7230528709700894,0.6173818026344516,0.519034207845135,119.56291008660214,67.47609344298085
6946,FaintLinkin Park,Linkin Park,Faint,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",4Yf5bqU3NK4kNOypcrLYwU,https://p.scdn.co/mp3-preview/9ed8538f21075f98c8523bd4bd70e01bc7ceb1a0?cid=b8d3901151d34489a160e3cf0ab1fa94,162600.0,False,Meteora,0.554,0.978,4.0,-3.554,1.0,0.131,0.111,0.0,0.0731,0.5939999999999999,135.095,4.0,70.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']","['metal', 'metal', 'hip hop']",CZ,Czechia,metal,0.6851213236620837,0.6724915737432788,0.4841494785464256,128.7664670708383,70.26996499585002
6991,Falling DownLil Peep & XXXTENTACION,Lil Peep & XXXTENTACION,Falling Down,"['emo rap', 'lgbtq+ hip hop']",4jvjzW7Hm0yK4LvvE0Paz9,https://p.scdn.co/mp3-preview/2798c8f88316e54813b02e78803b9f44bf204b05?cid=b8d3901151d34489a160e3cf0ab1fa94,196400.0,True,Come Ove When You'e Sobe,0.669,0.574,4.0,-6.442,0.0,0.0286,0.0175,0.00294,0.1459999999999999,0.273,120.013,4.0,84.0,"['emo rap', 'lgbtq+ hip hop']","['hip hop', 'hip hop']",UA,Ukraine,hip hop,0.7025175778394971,0.6512600168104078,0.5317193612045022,119.40225391024704,66.52766408419822
7070,Fast CarTracy Chapman,Tracy Chapman,Fast Car,"['folk', 'lilith', 'pop rock', 'singer-songwriter']",2M9ro2krNb7nr7HSprkEgo,https://p.scdn.co/mp3-preview/d7c7088e15ff83fd4352fa675f52e29986671b0c?cid=b8d3901151d34489a160e3cf0ab1fa94,296800.0,False,Tracy Chapman,0.7109999999999999,0.2919999999999999,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.194,103.951,4.0,78.0,"['folk', 'lilith', 'pop rock', 'singer-songwriter']","['folk', 'pop']",IE,Ireland,folk,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
7087,Father Stretch My Hands Pt. 1Kanye West,Kanye West,Father Stretch My Hands Pt. 1,"['chicago rap', 'rap']",4KW1lqgSr8TKrvBII0Brf8,,135920.0,True,The Life Of Pablo,0.7139999999999999,0.566,7.0,-4.408,1.0,0.056,0.1419999999999999,1e-06,0.57,0.449,113.074,4.0,75.0,"['chicago rap', 'rap']","['hip hop', 'hip hop']",LV,Latvia,hip hop,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
7091,Favorite GirlJustin Bieber,Justin Bieber,Favorite Girl,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",4nTjkWK590oBDcnIxTr1mI,,256800.0,False,My World,0.5819999999999999,0.694,7.0,-4.396,1.0,0.055,0.0535,0.0,0.12,0.643,176.047,4.0,57.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop', 'pop']",ID,Indonesia,pop,0.526210784667581,0.507255756875767,0.37386078827690755,121.951576409442,79.59824586732115
7104,Feel Good IncGorillaz,Gorillaz,Feel Good Inc,"['alternative hip hop', 'art pop']",0d28khcov6AiegSCpG5TuT,https://p.scdn.co/mp3-preview/7388c425022ced92b1caa7f73bcf0cb3080aee47?cid=b8d3901151d34489a160e3cf0ab1fa94,222640.0,False,Demon Days,0.818,0.7049999999999998,6.0,-6.679,1.0,0.1769999999999999,0.0083599999999999,0.00233,0.6129999999999999,0.772,138.559,4.0,81.0,"['alternative hip hop', 'art pop']","['hip hop', 'pop']",LV,Latvia,hip hop,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
7121,Feel So CloseCalvin Harris,Calvin Harris,Feel So Close,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",1gihuPhrLraKYrJMAEONyc,https://p.scdn.co/mp3-preview/1bb301a77b9116d35a5dfba254d7756482f565dc?cid=b8d3901151d34489a160e3cf0ab1fa94,206413.0,False,18 Months,0.7069999999999999,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.2039999999999999,0.919,127.937,4.0,75.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']","['pop', 'electronic', 'electronic', 'electronic', 'pop', 'electronic', 'latin', 'dance']",IE,Ireland,electronic,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
7136,Feel This MomentPitbull Featuring Christina Aguilera,Pitbull Featuring Christina Aguilera,Feel This Moment,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",0Hf4aIJpsN4Os2f0y0VqWl,https://p.scdn.co/mp3-preview/68f4c7804fff74deba04b861d13d2743101233d5?cid=b8d3901151d34489a160e3cf0ab1fa94,229506.0,False,Global Warming: Meltdown (Deluxe Version),0.673,0.758,7.0,-3.632,1.0,0.158,0.039,0.0,0.341,0.542,135.956,4.0,70.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']","['pop', 'latin', 'hip hop', 'pop', 'pop']",PL,Poland,pop,0.6753520603305189,0.6845339900411345,0.5097788987515335,124.95709919174423,72.73399725770369
7179,Feliz NavidadJose Feliciano,Jose Feliciano,Feliz Navidad,"['latin pop', 'puerto rican pop']",0oPdaY4dXtc3ZsaG17V972,https://p.scdn.co/mp3-preview/e912c9cc523ca341d91791e756ddad019987930b?cid=b8d3901151d34489a160e3cf0ab1fa94,182066.0,False,Feliz Navidad,0.512,0.8309999999999998,2.0,-9.003999999999998,1.0,0.0383,0.552,0.0,0.336,0.963,148.82,4.0,81.0,"['latin pop', 'puerto rican pop']","['latin', 'pop']",NL,Netherlands,latin,0.6739987620608047,0.6791626535590752,0.560052244675041,126.26297032586929,77.9791370835609
7180,Feliz NavidadJose Feliciano,Jose Feliciano,Feliz Navidad,"['latin pop', 'puerto rican pop']",0oPdaY4dXtc3ZsaG17V972,https://p.scdn.co/mp3-preview/e912c9cc523ca341d91791e756ddad019987930b?cid=b8d3901151d34489a160e3cf0ab1fa94,182066.0,False,Feliz Navidad,0.512,0.8309999999999998,2.0,-9.003999999999998,1.0,0.0383,0.552,0.0,0.336,0.963,148.82,4.0,83.0,"['latin pop', 'puerto rican pop']","['latin', 'pop']",NL,Netherlands,latin,0.6739987620608047,0.6791626535590752,0.560052244675041,126.26297032586929,77.9791370835609
7330,Fix YouColdplay,Coldplay,Fix You,"['permanent wave', 'pop']",7LVHVU3tWfcxj5aiPFEW4Q,https://p.scdn.co/mp3-preview/b1640815319b2df5ddfac27a28f016319a281468?cid=b8d3901151d34489a160e3cf0ab1fa94,295533.0,False,X&Y,0.2089999999999999,0.4179999999999999,3.0,-8.74,1.0,0.0338,0.163,0.00195,0.113,0.123,138.265,4.0,83.0,"['permanent wave', 'pop']",['pop'],HK,Hong Kong,pop,0.612475272937604,0.6154612030944979,0.4903842636107295,132.29014351818378,69.70591425059649
7591,Forever YoungAlphaville,Alphaville,Forever Young,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",4S1VYqwfkLit9mKVY3MXoo,https://p.scdn.co/mp3-preview/847a8d10c771089bbb767c1763f4b54b76115442?cid=b8d3901151d34489a160e3cf0ab1fa94,226706.0,False,Forever Young,0.4889999999999999,0.4829999999999999,9.0,-9.466,0.0,0.0275,0.42,0.0028,0.2359999999999999,0.333,136.822,4.0,75.0,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']","['rock', 'pop', 'pop', 'pop']",NO,Norway,pop,0.6332500908628335,0.6296076106709311,0.5250128734462456,122.35276404739406,75.19975285309297
7626,Fortunate SonCreedence Clearwater Revival,Creedence Clearwater Revival,Fortunate Son,"['album rock', 'classic rock', 'rock', 'roots rock', 'southern rock']",4BP3uh0hFLFRb5cjsgLqDh,,140773.0,False,Willy And The Poor Boys,0.64,0.663,0.0,-7.516,1.0,0.0374,0.201,0.0080599999999999,0.152,0.663,132.77,4.0,81.0,"['album rock', 'classic rock', 'rock', 'roots rock', 'southern rock']","['rock', 'rock', 'rock', 'rock', 'rock']",US,United States,rock,0.6350559867002814,0.6015873667287807,0.4931279206401403,123.52053823669115,86.69067192809383
7882,Galway GirlEd Sheeran,Ed Sheeran,Galway Girl,"['pop', 'uk pop']",0afhq8XCExXpqazXczTSve,https://p.scdn.co/mp3-preview/cec1fc40a0220f20d3b91dd28d8e1141ad5e7e25?cid=b8d3901151d34489a160e3cf0ab1fa94,170826.0,False,÷ (Deluxe),0.624,0.876,9.0,-3.374,1.0,0.1,0.0734999999999999,0.0,0.327,0.781,99.943,4.0,81.0,"['pop', 'uk pop']","['pop', 'pop']",BG,Bulgaria,pop,0.6998933838255106,0.7741705130539271,0.6316745439318355,135.3886122419255,61.34959764046171
8065,Get The Party StartedP!nk,P!nk,Get The Party Started,"['dance pop', 'pop', 'post-teen pop']",02jcEwywffn3Tsb48fXmlW,https://p.scdn.co/mp3-preview/7f9d4fc170323e1de6c4429c0ef74c7b136734a8?cid=b8d3901151d34489a160e3cf0ab1fa94,192533.0,False,M!ssundaztood (Expanded Edition),0.802,0.904,11.0,-3.267,0.0,0.0459,0.00108,0.0,0.1729999999999999,0.961,128.931,4.0,68.0,"['dance pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop']",NZ,New Zealand,pop,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
8088,Get YouDaniel Caesar Featuring Kali Uchis,Daniel Caesar Featuring Kali Uchis,Get You,"['canadian contemporary r&b', 'pop']",7zFXmv6vqI4qOt4yGf3jYZ,https://p.scdn.co/mp3-preview/004e53a751e628eba8eff49946e90afb640b8c5f?cid=b8d3901151d34489a160e3cf0ab1fa94,278179.0,False,Freudian,0.658,0.2939999999999999,4.0,-8.532999999999998,0.0,0.0321,0.4219999999999999,5.2e-05,0.0748999999999999,0.3579999999999999,74.03799999999998,4.0,79.0,"['canadian contemporary r&b', 'pop']","['r&b', 'pop']",PH,Philippines,r&b,0.6352808258735201,0.5564943293387237,0.5070033424776206,120.24074458561941,79.41528299162576
8128,GhostJustin Bieber,Justin Bieber,Ghost,"['canadian pop', 'pop', 'post-teen pop']",6I3mqTwhRpn34SLVafSH7G,,153190.0,False,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s'}, 'href': 'https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s', 'id': '1uNFoZAHBGtllmzznpCI3s', 'name': 'Justin Bieber', 'type': 'artist', 'uri': 'spotify:artist:1uNFoZAHBGtllmzznpCI3s'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5dGWwsZ9iB2Xc3UKR0gif2'}, 'href': 'https://api.spotify.com/v1/albums/5dGWwsZ9iB2Xc3UKR0gif2', 'id': '5dGWwsZ9iB2Xc3UKR0gif2', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e6f407c7f3a0ec98845e4431', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e6f407c7f3a0ec98845e4431', 'width': 64}], 'name': 'Justice', 'release_date': '2021-03-19', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:5dGWwsZ9iB2Xc3UKR0gif2'}",0.6009999999999999,0.7409999999999999,2.0,-5.569,1.0,0.0478,0.185,2.9e-05,0.4149999999999999,0.441,153.96,4.0,76.0,"['canadian pop', 'pop', 'post-teen pop']","['pop', 'pop', 'pop']",SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
8294,"Give Me EverythingPitbull Featuring Ne-Yo, Afrojack & Nayer","Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",4QNpBfC0zvjKqPJcyqBy9W,https://p.scdn.co/mp3-preview/3906aa5012624d4e35c2108207745eb48f3bdf0f?cid=b8d3901151d34489a160e3cf0ab1fa94,252306.0,False,Planet Pit (Deluxe Version),0.671,0.939,8.0,-3.206,1.0,0.161,0.192,0.0,0.2979999999999999,0.529,129.023,4.0,79.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']","['pop', 'latin', 'hip hop', 'pop', 'pop']",PL,Poland,pop,0.6753520603305189,0.6845339900411345,0.5097788987515335,124.95709919174423,72.73399725770369
8706,GoosebumpsTravis Scott,Travis Scott,Goosebumps,['rap'],6gBFPUFcJLzWGx4lenP6h2,https://p.scdn.co/mp3-preview/d6d1ec9bfc82463707878d5e36d15e7b8a364069?cid=b8d3901151d34489a160e3cf0ab1fa94,243836.0,True,Birds In The Trap Sing McKnight,0.8409999999999999,0.7279999999999999,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.1489999999999999,0.43,130.049,4.0,88.0,['rap'],['hip hop'],NZ,New Zealand,hip hop,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
8850,GrenadeBruno Mars,Bruno Mars,Grenade,['pop'],2tJulUYLDKOg9XrtVkMgcJ,https://p.scdn.co/mp3-preview/d6fc23418ef4a090922decfe6a47c7bc87c1d762?cid=b8d3901151d34489a160e3cf0ab1fa94,223253.0,False,Doo-Wops & Hooligans,0.7059999999999998,0.558,2.0,-7.237,0.0,0.0593,0.1459999999999999,0.0,0.1179999999999999,0.227,110.443,4.0,76.0,['pop'],['pop'],TW,"Taiwan, Province of China",pop,0.6342305554553002,0.6211350597321976,0.4954937452629299,125.31618197567401,74.09048254953622
8975,HallelujahPentatonix,Pentatonix,Hallelujah,['a cappella'],0HZk0QsXPhMNAWNDR3rYE8,https://p.scdn.co/mp3-preview/da81b5155d9929f3ecd62b214b0012def8a9cb73?cid=b8d3901151d34489a160e3cf0ab1fa94,268960.0,False,A Pentatonix Christmas Deluxe,0.3639999999999999,0.378,7.0,-7.381,0.0,0.0331,0.47,0.0,0.339,0.3659999999999999,89.918,3.0,77.0,['a cappella'],['other'],DE,Germany,other,0.6905386847546157,0.6624644905509812,0.5275698792121586,126.78461373281584,77.971634807211
9153,Hate It Or Love ItThe Game Featuring 50 Cent,The Game Featuring 50 Cent,Hate It Or Love It,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2wGSgTmgSF3xjRrHkTc25R,,206400.0,True,The Documentary,0.807,0.785,9.0,-4.947,1.0,0.2039999999999999,0.122,0.0,0.123,0.4239999999999999,99.975,4.0,73.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['hip hop', 'hip hop', 'pop', 'hip hop', 'hip hop', 'hip hop']",LV,Latvia,hip hop,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
9201,Have Yourself A Merry Little ChristmasSam Smith,Sam Smith,Have Yourself A Merry Little Christmas,"['pop', 'uk pop']",1Qi2wh8fFgDV7tl4Sj3f2K,,170964.0,False,Have Yourself A Merry Little Christmas,0.399,0.1809999999999999,5.0,-9.409,1.0,0.0416,0.953,0.0,0.317,0.318,145.512,4.0,88.0,"['pop', 'uk pop']","['pop', 'pop']",SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
9388,HeartlessKanye West,Kanye West,Heartless,"['chicago rap', 'rap']",4EWCNWgDS8707fNSZ1oaA5,,211000.0,False,808s & Heartbreak,0.789,0.65,10.0,-6.16,0.0,0.121,0.0401,0.0,0.249,0.6169999999999999,87.983,4.0,77.0,"['chicago rap', 'rap']","['hip hop', 'hip hop']",LV,Latvia,hip hop,0.6602286057342455,0.6436336886916024,0.500033641391355,123.46417814000874,79.12090670935817
