index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,parsed_genres,broad_genre,country,country_name,top_genre,avg_danceability,avg_energy,avg_valence,avg_tempo,avg_popularity
1942,Baby It's Cold OutsideDean Martin,Dean Martin,Baby It's Cold Outside,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",4MrfQL4TYQXJBlZYpAHTuE,,143733.0,False,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/49e4v89VmlDcFCMyDv9wQ9'}, 'href': 'https://api.spotify.com/v1/artists/49e4v89VmlDcFCMyDv9wQ9', 'id': '49e4v89VmlDcFCMyDv9wQ9', 'name': 'Dean Martin', 'type': 'artist', 'uri': 'spotify:artist:49e4v89VmlDcFCMyDv9wQ9'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5I48ENiZiaZZSOpec6PdS5'}, 'href': 'https://api.spotify.com/v1/albums/5I48ENiZiaZZSOpec6PdS5', 'id': '5I48ENiZiaZZSOpec6PdS5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e359bd02a639a4d01b8241ae', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e359bd02a639a4d01b8241ae', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e359bd02a639a4d01b8241ae', 'width': 64}], 'name': 'A Winter Romance', 'release_date': '1959-01-01', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:5I48ENiZiaZZSOpec6PdS5'}",0.4689999999999999,0.196,0.0,-16.093,1.0,0.0571,0.882,0.0,0.0513,0.537,130.036,3.0,43.0,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']","['easy listening', 'easy listening', 'easy listening', 'jazz']",US,United States,easy listening,0.6350559867002814,0.6015873667287807,0.4931279206401403,123.52053823669115,86.69067192809383
2055,Back In BlackAC/DC,AC/DC,Back In Black,"['album rock', 'australian rock', 'hard rock', 'rock']",08mG3Y1vljYA6bvDt4Wqkj,https://p.scdn.co/mp3-preview/506bc9a0485990973449b0467791e06174371284?cid=b8d3901151d34489a160e3cf0ab1fa94,255493.0,False,Back In Black,0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.763,188.386,4.0,84.0,"['album rock', 'australian rock', 'hard rock', 'rock']","['rock', 'rock', 'rock', 'rock']",IE,Ireland,rock,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
2174,Bad RomanceLady Gaga,Lady Gaga,Bad Romance,"['dance pop', 'pop']",0SiywuOBRcynK0uKGWdCnn,,294573.0,True,The Fame Monster (Deluxe Edition),0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.2e-05,0.0841999999999999,0.7139999999999999,119.001,4.0,80.0,"['dance pop', 'pop']","['pop', 'pop']",BR,Brazil,pop,0.6811750460172519,0.7095291081676111,0.6538107481863789,126.94038062583463,77.04655863139278
2389,Beautiful CrazyLuke Combs,Luke Combs,Beautiful Crazy,['contemporary country'],2rxQMGVafnNaRaXlRMWPde,https://p.scdn.co/mp3-preview/46f30246879a353edb15e19f91eb63376053cace?cid=b8d3901151d34489a160e3cf0ab1fa94,193200.0,False,This One's for You Too (Deluxe Edition),0.552,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,4.0,82.0,['contemporary country'],['country'],AU,Australia,country,0.6303915682355078,0.6238375286207523,0.5120970924950028,125.57715467926585,87.41555515173542
2534,BelieverImagine Dragons,Imagine Dragons,Believer,['modern rock'],0pqnGHJpmpxLKifKRmU6WP,,204346.0,False,Evolve,0.776,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.666,124.949,4.0,89.0,['modern rock'],['rock'],EE,Estonia,rock,0.6615778116273167,0.6826759873789576,0.5126836216588692,128.0271717259638,75.46599934718746
2586,Best PartDaniel Caesar Featuring H.E.R.,Daniel Caesar Featuring H.E.R.,Best Part,"['canadian contemporary r&b', 'pop']",1RMJOxR6GRPsBHL8qeC2ux,https://p.scdn.co/mp3-preview/9daee70846dca6c7d4a7614bfb8a04faf8793f66?cid=b8d3901151d34489a160e3cf0ab1fa94,209831.0,False,Freudian,0.524,0.3639999999999999,7.0,-10.209,1.0,0.0367,0.808,0.0,0.1,0.436,75.23999999999998,4.0,81.0,"['canadian contemporary r&b', 'pop']","['r&b', 'pop']",PH,Philippines,r&b,0.6352808258735201,0.5564943293387237,0.5070033424776206,120.24074458561941,79.41528299162576
2588,Best Song EverOne Direction,One Direction,Best Song Ever,"['boy band', 'pop', 'post-teen pop', 'talent show']",5T7ZFtCcOgkpjxcuaeZbw0,https://p.scdn.co/mp3-preview/5e4931ee7653a4f078e1734c64daa14bd4262054?cid=b8d3901151d34489a160e3cf0ab1fa94,200106.0,False,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4AK6F7OLvEQ5QYCBNiQWHq'}, 'href': 'https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq', 'id': '4AK6F7OLvEQ5QYCBNiQWHq', 'name': 'One Direction', 'type': 'artist', 'uri': 'spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/7p1fX8aUySrBdx4WSYspOu'}, 'href': 'https://api.spotify.com/v1/albums/7p1fX8aUySrBdx4WSYspOu', 'id': '7p1fX8aUySrBdx4WSYspOu', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f76b797c382bedcafdf45e1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f76b797c382bedcafdf45e1', 'width': 64}], 'name': 'Midnight Memories (Deluxe)', 'release_date': '2013-11-25', 'release_date_precision': 'day', 'total_tracks': 18, 'type': 'album', 'uri': 'spotify:album:7p1fX8aUySrBdx4WSYspOu'}",0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.4859999999999999,118.491,4.0,77.0,"['boy band', 'pop', 'post-teen pop', 'talent show']","['pop', 'pop', 'pop']",IE,Ireland,pop,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
2640,BettyTaylor Swift,Taylor Swift,Betty,"['pop', 'post-teen pop']",5kI4eCXXzyuIUXjQra0Cxi,,294521.0,True,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr'}, 'href': 'https://api.spotify.com/v1/albums/2fenSS68JI1h4Fo296JfGr', 'id': '2fenSS68JI1h4Fo296JfGr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0295f754318336a07e85ec59bc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485195f754318336a07e85ec59bc', 'width': 64}], 'name': 'folklore', 'release_date': '2020-07-24', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:2fenSS68JI1h4Fo296JfGr'}",0.5929999999999999,0.377,0.0,-8.761,1.0,0.0253,0.6,0.0,0.0976,0.502,95.939,4.0,72.0,"['pop', 'post-teen pop']","['pop', 'pop']",SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
2779,Bitter Sweet SymphonyThe Verve,The Verve,Bitter Sweet Symphony,"['alternative rock', 'britpop', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock', 'shoegaze']",57iDDD9N9tTWe75x6qhStw,,357266.0,False,Urban Hymns (Remastered 2016),0.3559999999999999,0.917,9.0,-6.006,1.0,0.0479,0.0335,0.0,0.406,0.518,171.176,4.0,79.0,"['alternative rock', 'britpop', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock', 'shoegaze']","['rock', 'pop', 'rock', 'pop', 'pop', 'rock']",GB,United Kingdom,rock,0.6231759214111573,0.640362742004876,0.5224627754672786,125.49063626368374,86.36383192313208
2929,Blue ChristmasElvis Presley,Elvis Presley,Blue Christmas,"['adult standards', 'rock-and-roll', 'rockabilly']",3QiAAp20rPC3dcAtKtMaqQ,https://p.scdn.co/mp3-preview/ddcfe1df4783b2e41f494dec4b13917fb8e1465d?cid=b8d3901151d34489a160e3cf0ab1fa94,129173.0,False,Elvis' Christmas Album,0.465,0.27,4.0,-16.661,1.0,0.0425,0.902,0.00104,0.1449999999999999,0.5799999999999998,94.519,4.0,86.0,"['adult standards', 'rock-and-roll', 'rockabilly']","['easy listening', 'rock', 'rock']",US,United States,rock,0.6350559867002814,0.6015873667287807,0.4931279206401403,123.52053823669115,86.69067192809383
3020,Bohemian RhapsodyQueen,Queen,Bohemian Rhapsody,"['glam rock', 'rock']",7tFiyTwD0nx5a1eklYtX2J,,354320.0,False,A Night At The Opera (Deluxe Remastered Version),0.397,0.396,3.0,-9.91,1.0,0.05,0.254,0.0,0.268,0.227,142.913,4.0,78.0,"['glam rock', 'rock']","['rock', 'rock']",NL,Netherlands,rock,0.6739987620608047,0.6791626535590752,0.560052244675041,126.26297032586929,77.9791370835609
3351,Broken ClocksSZA,SZA,Broken Clocks,"['alternative r&b', 'pop', 'pop rap', 'rap']",2fXwCWkh6YG5zU1IyvQrbs,https://p.scdn.co/mp3-preview/321a1445edbb8f68365ebcbc98d60c00bb7d234d?cid=b8d3901151d34489a160e3cf0ab1fa94,231253.0,True,Ctrl,0.684,0.683,6.0,-7.365999999999999,1.0,0.1769999999999999,0.13,0.0,0.156,0.406,112.856,4.0,73.0,"['alternative r&b', 'pop', 'pop rap', 'rap']","['r&b', 'pop', 'pop', 'hip hop']",NZ,New Zealand,pop,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
3381,Brown Eyed GirlVan Morrison,Van Morrison,Brown Eyed Girl,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",3yrSvpt2l1xhsV9Em88Pul,https://p.scdn.co/mp3-preview/cb2b0096b08796c0c1cfeb31b9a9802ce0a3b44a?cid=b8d3901151d34489a160e3cf0ab1fa94,183306.0,False,Blowin' Your Mind!,0.4909999999999999,0.5829999999999999,7.0,-10.964,1.0,0.0376,0.182,0.0,0.4069999999999999,0.907,150.572,4.0,80.0,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']","['rock', 'folk', 'rock', 'easy listening', 'rock', 'rock', 'rock']",IE,Ireland,rock,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
3485,Butterfly EffectTravis Scott,Travis Scott,Butterfly Effect,['rap'],2cYqizR4lgvp4Qu6IQ3qGN,https://p.scdn.co/mp3-preview/ca4f131887eae894020e48ea809af1186c95f542?cid=b8d3901151d34489a160e3cf0ab1fa94,190557.0,False,ASTROWORLD,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,4.0,85.0,['rap'],['hip hop'],NZ,New Zealand,hip hop,0.640639082715511,0.6213347543247565,0.5303155654891699,125.31135768280274,86.63221398459078
3509,By The WayRed Hot Chili Peppers,Red Hot Chili Peppers,By The Way,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",1f2V8U1BiWaC9aJWmpOARe,https://p.scdn.co/mp3-preview/1b6ca5843bd21973cbb2c2410616dd10564e91da?cid=b8d3901151d34489a160e3cf0ab1fa94,216933.0,False,By the Way (Deluxe Edition),0.451,0.97,0.0,-4.938,1.0,0.107,0.0264,0.00355,0.1019999999999999,0.198,122.444,4.0,75.0,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']","['rock', 'metal', 'rock', 'rock']",CR,Costa Rica,rock,0.7143836130056656,0.6609045383205224,0.5791156580419328,120.49605214535744,83.71235249539895
3571,CalifornicationRed Hot Chili Peppers,Red Hot Chili Peppers,Californication,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",48UPSzbZjgc449aqz8bxox,https://p.scdn.co/mp3-preview/175ce440229d2fb5361756f3e68c9647b86a8eee?cid=b8d3901151d34489a160e3cf0ab1fa94,329733.0,False,Californication (Deluxe Edition),0.5919999999999999,0.767,9.0,-2.788,0.0,0.027,0.0021,0.00165,0.127,0.328,96.483,4.0,82.0,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']","['rock', 'metal', 'rock', 'rock']",CR,Costa Rica,rock,0.7143836130056656,0.6609045383205224,0.5791156580419328,120.49605214535744,83.71235249539895
3664,Can You Stand The RainNew Edition,New Edition,Can You Stand The Rain,"['boy band', 'dance pop', 'funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",1vbe9sh7U9vdMceAhitWr2,,297706.0,False,Heart Break,0.6149999999999999,0.373,8.0,-15.101,1.0,0.0352,0.687,0.00835,0.1179999999999999,0.7359999999999999,143.223,4.0,62.0,"['boy band', 'dance pop', 'funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']","['pop', 'pop', 'funk', 'r&b', 'r&b', 'r&b', 'r&b']",ZA,South Africa,r&b,0.7230528709700894,0.6173818026344516,0.519034207845135,119.56291008660214,67.47609344298085
3761,Can't StopRed Hot Chili Peppers,Red Hot Chili Peppers,Can't Stop,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",3ZOEytgrvLwQaqXreDs2Jx,https://p.scdn.co/mp3-preview/076f7d75404dfd18964d60da63d1855b192f3e62?cid=b8d3901151d34489a160e3cf0ab1fa94,269000.0,False,By the Way (Deluxe Edition),0.6179999999999999,0.938,9.0,-3.442,1.0,0.0456,0.0179,0.0,0.167,0.875,91.455,4.0,81.0,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']","['rock', 'metal', 'rock', 'rock']",CR,Costa Rica,rock,0.7143836130056656,0.6609045383205224,0.5791156580419328,120.49605214535744,83.71235249539895
3836,CardiganTaylor Swift,Taylor Swift,Cardigan,"['pop', 'post-teen pop']",4R2kfaDFhslZEMJqAFNpdd,,239560.0,False,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr'}, 'href': 'https://api.spotify.com/v1/albums/2fenSS68JI1h4Fo296JfGr', 'id': '2fenSS68JI1h4Fo296JfGr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0295f754318336a07e85ec59bc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485195f754318336a07e85ec59bc', 'width': 64}], 'name': 'folklore', 'release_date': '2020-07-24', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:2fenSS68JI1h4Fo296JfGr'}",0.6129999999999999,0.5809999999999998,0.0,-8.588,0.0,0.0424,0.537,0.000345,0.25,0.551,130.033,4.0,81.0,"['pop', 'post-teen pop']","['pop', 'pop']",IE,Ireland,pop,0.610120776579129,0.6172784533798263,0.5103074861065708,124.397761541535,85.8435581707893
3891,Castle On The HillEd Sheeran,Ed Sheeran,Castle On The Hill,"['pop', 'uk pop']",6PCUP3dWmTjcTtXY02oFdT,https://p.scdn.co/mp3-preview/beb4ed48cca5d2a792e877c7efe92d54046eac67?cid=b8d3901151d34489a160e3cf0ab1fa94,261153.0,False,÷ (Deluxe),0.461,0.8339999999999999,2.0,-4.868,1.0,0.0989,0.0232,1.1e-05,0.14,0.4709999999999999,135.007,4.0,80.0,"['pop', 'uk pop']","['pop', 'pop']",BG,Bulgaria,pop,0.6998933838255106,0.7741705130539271,0.6316745439318355,135.3886122419255,61.34959764046171
3977,Champagne ProblemsTaylor Swift,Taylor Swift,Champagne Problems,"['pop', 'post-teen pop']",0sY6ZUTh4yoctD8VIXz339,,244000.0,True,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq'}, 'href': 'https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq', 'id': '2Xoteh7uEpea4TohMxjtaq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0233b8541201f1ef38941024be', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485133b8541201f1ef38941024be', 'width': 64}], 'name': 'evermore', 'release_date': '2020-12-11', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:2Xoteh7uEpea4TohMxjtaq'}",0.462,0.24,0.0,-12.077,1.0,0.0377,0.92,0.0,0.113,0.32,171.319,4.0,78.0,"['pop', 'post-teen pop']","['pop', 'pop']",SG,Singapore,pop,0.6423691117457793,0.6288381584179893,0.5136610896207657,123.73652362532084,84.81609486280323
